time,bidPrice,offerPrice
00:30:27.000,1.11876,1.11888
00:30:29.000,1.11879,1.11891
00:30:30.000,1.11883,1.1189
00:30:45.000,1.11882,1.11889
00:30:48.000,1.11881,1.11888
00:30:49.000,1.11882,1.11889
00:30:53.000,1.1188,1.11887
00:30:55.000,1.11883,1.1189
00:30:57.000,1.1189,1.11897
00:30:58.000,1.11892,1.11899
00:31:00.000,1.11891,1.11898
00:31:01.000,1.11892,1.11899
00:31:02.000,1.11893,1.119
00:31:08.000,1.11892,1.11899
00:31:09.000,1.11893,1.119
00:31:10.000,1.11893,1.119
00:31:14.000,1.11887,1.11894
00:31:15.000,1.11893,1.119
00:31:18.000,1.11892,1.11899
00:31:19.000,1.11892,1.11899
00:31:20.000,1.11893,1.119
00:31:23.000,1.11892,1.11899
00:31:30.000,1.11892,1.11899
00:31:39.000,1.11892,1.11899
00:31:40.000,1.11893,1.119
00:31:42.000,1.11895,1.11902
00:31:43.000,1.11896,1.11903
00:31:44.000,1.119,1.11907
00:31:47.000,1.11901,1.11908
00:31:48.000,1.11902,1.11909
00:31:51.000,1.11903,1.1191
00:31:52.000,1.11902,1.11909
00:31:59.000,1.11901,1.11908
00:32:01.000,1.119,1.11907
00:32:02.000,1.11894,1.11901
00:32:04.000,1.11895,1.11902
00:32:05.000,1.11894,1.11901
00:32:08.000,1.11895,1.11902
00:32:13.000,1.11896,1.11903
00:32:14.000,1.11895,1.11902
00:32:17.000,1.11892,1.11899
00:32:20.000,1.11892,1.11899
00:32:24.000,1.11894,1.11901
00:32:28.000,1.11893,1.119
00:32:29.000,1.11892,1.11899
00:32:33.000,1.11893,1.119
00:32:35.000,1.11892,1.11899
00:32:52.000,1.11897,1.11904
00:32:53.000,1.11901,1.11908
00:33:09.000,1.119,1.11907
00:33:11.000,1.11901,1.11908
00:33:22.000,1.11902,1.11909
00:34:05.000,1.119,1.11907
00:34:48.000,1.11903,1.1191
00:34:49.000,1.11901,1.11908
00:35:10.000,1.11902,1.11909
00:35:20.000,1.11901,1.11908
00:35:28.000,1.11902,1.11909
00:35:32.000,1.11903,1.1191
00:35:33.000,1.11903,1.1191
00:35:40.000,1.11909,1.11916
00:35:42.000,1.11914,1.11921
00:35:43.000,1.11912,1.11919
00:35:50.000,1.11911,1.11918
00:35:53.000,1.11906,1.11913
00:35:55.000,1.11907,1.11914
00:35:57.000,1.11913,1.1192
00:36:08.000,1.11914,1.11921
00:36:17.000,1.11913,1.1192
00:36:21.000,1.11914,1.11921
00:36:23.000,1.11915,1.11922
00:36:24.000,1.11919,1.11926
00:36:26.000,1.11919,1.11926
00:36:27.000,1.11918,1.11925
00:36:28.000,1.11916,1.11923
00:36:32.000,1.11914,1.11921
00:36:39.000,1.11916,1.11923
00:36:40.000,1.11918,1.11925
00:36:41.000,1.11923,1.1193
00:36:53.000,1.11924,1.11931
00:37:08.000,1.11923,1.1193
00:37:29.000,1.11924,1.11931
00:37:32.000,1.11927,1.11934
00:37:33.000,1.11927,1.11934
00:37:35.000,1.11933,1.1194
00:37:38.000,1.11932,1.11939
00:37:48.000,1.11933,1.1194
00:38:02.000,1.11932,1.11939
00:38:08.000,1.11933,1.1194
00:38:22.000,1.11925,1.11932
00:38:24.000,1.11924,1.11931
00:38:25.000,1.1193,1.11937
